index,action,id_message,id_participant,recipients
2023-04-14 12:38:34.359507+08:00,send notification,jitai_temperature,usk20,1
2023-04-14 12:43:26.631344+08:00,send notification,jitai_temperature,usk10,1
2023-04-14 13:03:23.683010+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-14 13:03:27.665934+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-14 13:03:32.664260+08:00,send notification,jitai_temperature_adaptive,usk15,1
2023-04-14 13:13:56.362019+08:00,send notification,jitai_temperature,usk11,1
2023-04-14 13:18:25.725410+08:00,send notification,jitai_temperature,usk07,1
2023-04-14 13:18:33.460064+08:00,send notification,jitai_temperature,usk21,1
2023-04-14 13:23:28.587581+08:00,send notification,jitai_temperature,usk19,1
2023-04-14 13:38:28.637255+08:00,send notification,jitai_temperature,usk16,1
2023-04-14 13:38:36.158158+08:00,send notification,jitai_temperature,usk17,1
2023-04-14 13:38:36.927641+08:00,send notification,jitai_temperature,usk22,1
2023-04-14 13:38:37.518712+08:00,send notification,jitai_temperature,usk23,1
2023-04-14 13:38:38.100890+08:00,send notification,jitai_temperature,usk24,1
2023-04-14 14:03:24.743493+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-14 14:03:25.941266+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-14 14:03:27.775234+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-14 14:03:33.958396+08:00,send notification,jitai_noise_adaptive,usk13,1
2023-04-14 15:03:25.454541+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-14 15:03:28.758411+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-14 15:43:26.671787+08:00,send notification,jitai_temperature,usk09,1
2023-04-14 15:43:34.864966+08:00,send notification,jitai_temperature,usk20,1
2023-04-14 15:48:27.012193+08:00,send notification,jitai_temperature,usk10,1
2023-04-14 16:03:25.862394+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-14 16:03:27.024439+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-14 16:03:28.862420+08:00,send notification,jitai_noise_adaptive,usk08,1
